smiles,h298
CCC1c2ncnn2C1CO,6.35
CC1NCC2(C)NCC=CC12,49.21999999999999
C#CC1CC2CC3C=CC2C13,130.315
C#CCC1CN2CC(=O)C1C2,76.769
CCC1(C(CO)N(C)C)CC1,-35.90299999999999
NC12C=CC(=NO)C1NCC2,68.065
OC1C2NCCN3CCC3C12,40.883
O=CC1CCc2nnnn21,58.322
CCN1CC(C=O)C=CC1=N,10.162000000000004
CCOCC1(C)CCCOC1,-90.128
CC#CC(O)C(C)CNC,-8.933
COCCCC(N)(CN)CN,-46.587
C1CC2=C(C1)C1CCC1C2,48.164
CC1NC12CC=C(C1CC1)C2,63.87700000000001
O=C1CCOCCCC1O,-114.11399999999998
CC1NC(C)C2(CO)CC12,-5.558999999999996
CC(=N)NC12CCOC1(C)C2,7.910000000000002
CCNC(=O)NCC(O)CN,-106.515
CN1C2CC3(CN3)CC(O)C21,44.50200000000001
CN1C2CNCC3C1C3(N)C2,90.489
COc1c2c(nn1C)CC2O,-33.87899999999999
C#CC1=CC(C)(CC)NC1=O,19.722
CC=C1C2CC2C2CC(C)C12,53.904
CC1C2CCC=CC(=N)N12,55.021
CC1CCOC(=O)C1=CCO,-124.748
C1=C2CC3C4C2CN2C1C2C34,147.011
CC(N)CNC1(C)CC1CN,9.745
CC1COC2CC2C2OCC12,-21.164
NC(=O)C(C1CO1)C(F)(F)F,-227.312
NC1(CO)C=CCCC2NC21,18.245000000000005
CC12CC(N)CC3(CO3)C1O2,-6.394
O=C(O)C12CC(C=CC1O)O2,-105.171
CC1=CC=CC1(O)C#CC#N,53.043000000000006
CC1NCC1C(C=O)CC=O,-40.225
O=CNC(=O)C1(C(=O)O)CN1,-133.824
C#CC(=NC)N1CC(N)C1,100.356
CCC(=N)NCC1CNC1=O,-24.198
CC1CN=CN(C)C(=N)O1,-12.108
CC1C2C(=O)C3OC(C3=O)C12,-31.463
CN1CCC(=O)N(C)C1=N,-16.259999999999994
CC(O)CCC1(C=O)CC1O,-103.517
N#CC1=CNCC(=N)N2CC12,105.58
N=C(N)OC(=N)NC(=O)CN,-80.991
CN=C1NC2CCCC2C1C,30.675
CC1=CC2(C)CC=CC(C1)C2,35.007000000000005
CC1C2CC3(C)NC(C2=O)C13,32.95799999999999
CC(C#N)CC1(C)NC1C=O,20.647
CNCC1(OC(C)OC)CC1,-85.02
C#CC1C(N)C2CC(C2)N1C,114.781
CCC(N)C(C)=C(C)C,-31.656
COC12CCC3NC1C=CC32,48.464
CC1(O)C2CCCNC1C2O,-42.946
CCN1CC2C(C)N2CC1C,40.866
CC1=CC2(CC=C1)CCC2C,16.888000000000005
CC#CC(O)C(=CC)C(=N)N,9.445000000000004
CC1(C=O)NC2CC1C2C=O,-2.5360000000000014
CC(C#CC(CO)=NO)CN,10.196000000000009
NCC1CC12CCOC2CO,-39.94199999999999
CCc1nnc(F)c(OC)n1,-46.596
CN1C(=O)C=CC(N)CC1=O,-60.308
O=C1CC=CC2(CO2)C2NC12,20.24
Nc1[nH]c2c(N)coc2c1O,-15.268
COCC1(COC=O)CC1,-97.239
CCC1CCC1N1CC1C,18.839
CNC(=O)C1C2CN1CC2C,2.5319999999999965
O=CC(=O)C1C2C=CCOC21,-39.14
COC1C2C=CCC21C1CN1,51.92
N#CCC1CCOCOC1,-49.697
CC#CC(C)(C=O)N(C)CC,13.416000000000004
CCC1CC1c1cnc(O)[nH]1,-12.511
CC1OC(C#N)OCOC1=O,-135.42199999999997
COC(OC)C1(C=O)CC1,-97.125
COC12CC1C(C)OCO2,-103.395
CC=CC1CCC(=O)OCO1,-124.775
CCC1CC(NC)CC1(C)N,-4.737999999999998
CC#CC1CC(C(=O)OC)O1,-54.17799999999998
CNC(C)CC1CN(C=N)C1,26.842
N=C(N)CN1CCC=CCC1,33.801
O=CC=C1CC2CN2C(=O)N1,-21.870999999999995
C#CCC1C2NCC(OC)C12,72.977
NC1CC2C=CC1C21CCC1,66.343
CCC12CC3OC1CC3C2C,6.077000000000002
CCCC(C)(O)C1CCN1,-49.552
CC12CC1C1C(O)C(N)C1O2,-5.160999999999998
CN1C2C(=O)C3(C)CC3C21,47.116
CNc1ccc(C)c(=O)n1C,-18.532
N=C(N)N1CC2COCCC21,14.324
Cn1nnc(C(=N)N)c1C=O,21.548999999999992
CC(C)NC1CCC1CC=O,-34.790000000000006
C1=CC2CCC1OCO2,-46.404
OCC(CC1C=CCC1)=NO,-25.859999999999992
CC1(O)CC(CO)C(=O)C1O,-138.74499999999998
COC1OCOCCC2NC21,-88.475
CCNC(C=O)C=O,-65.662
CC1C2NCC(O)C12C#N,44.79100000000001
CCOC(C)C(=O)C(C)OC,-138.58599999999998
CC(C)(C)N=c1ncnco1,-1.3079999999999927
CNC1(C2CN2)COC1C#N,56.894
C#CC1(C(=N)NC)CN1C=O,77.374
O=C1CC2NC(=O)C2CCN1,-49.281
c1ncc(CC2CCN2)o1,14.637
CC(N)C1OC2C=CCC21,5.158999999999997
CC12C=CC(C(=O)N1)C2=NO,21.812
N#CC(C=O)C=CCCC=O,-26.08499999999999
CNC(=O)C(C(=N)N)C(C)N,-37.62100000000001
CCC12CC(C)C(CO1)C2N,-13.223
CCN1CC1C1NC(C)C1O,7.107000000000006
CCC1CC=CC2CC2C1O,-14.797999999999996
CC1CCC2=C1CC1C(N)C21,66.981
CN1CC2(C)C(N)C2OC1=N,20.777000000000005
OCCCc1ccc(F)cc1,-87.769
CC1C2C3CC1(C)NC2C3=O,32.95799999999999
OC12CCC1CCOC2,-52.32699999999999
CC1C(O)C2C3CC1C2CO3,-20.338
COCCC=C(C)CC1CN1,-24.206
CC12CC3OC1OC3(C)O2,-87.44
CCC1CN=C2NCCCC21,25.831
CC1CC2=C(CNC2)CN1,49.953
O=CC1C=CC(C2CO2)OC1,-48.545
CC=C1CC=CC(=O)C2OC12,-19.696
N=CNC1CC1CC(F)(F)F,-140.042
O=C1CCN2CC1C1CCC12,31.455
CC#CC1CN1C1CC1C=O,78.24699999999999
NC1CC2NC3C(O)C3C12O,10.606000000000009
CCC1CCOC12COC2,-53.663
NC1CC(N)C2(C1)OCC2O,-27.813999999999997
C#CC1(C=O)OCCC1=O,-12.361999999999991
CNCC1(C)C(C)OC1C,-39.012
CC12CCC1CN=C(CO)N2,1.6890000000000072
COC(C(C)=O)C1CNC1=O,-97.067
CCC(N)C(C)(N)CC,-36.329
N#CC12COCC1CC1NC12,76.73400000000001
NC1CC2NC(C1)C1C(N)C21,79.42
Cc1nnn2c1C(C(N)=O)C2,23.076
CC1CC2C(O)C(N)C2C1C,-11.990000000000002
O=C1CNc2cnc(O)n21,-24.745000000000008
CCN1C(C#N)C1(C=O)C=O,17.62200000000002
ON=C1CC2(O)CC2C2OC12,1.7410000000000037
CCC12CC3NCC1CC3O2,18.059000000000005
CC(C)=CC1CCC(N)C1N,10.49
CCCC1(C)C=CC2OC2C1,-13.748999999999988
C#CC(=CC)C(OC)C(=O)O,-73.03399999999999
CCC1(CNCCN)CCO1,-36.699
N=c1[nH]c2c(o1)CC1OC21,7.170000000000005
NCC12CC(N)(CO1)C2,8.019000000000004
CC12C3C4CN3CC1C2(O)C4,69.121
NCC12CCC(O)C1OCO2,-81.50999999999999
N=C1CC(CN)C2C(CN)N12,70.834
CC(O)C1=CCOCCCC1,-79.01599999999999
CC12CN1CC(=O)C1CC12,40.118
CC1OC2OC3C4NC2C1C43,11.279000000000003
CC(C)C#CC#CC1CC1,39.394
COC1C(=O)CN2CC12C=O,-26.773
CC(=CC1CCC(C)N1)CN,9.17
CC1OC2(C#N)CC12C,31.696000000000005
COC1CCC(CO)OCO1,-169.936
CC1COC2OC(=N)NC12,-50.25200000000001
C#CC1CC2OCCC1CO2,0.3490000000000037
CCCC12N=CNC1CC2=O,10.441000000000006
CC12CC(N1)C(O)COC2=O,-78.338
CN1C2C=CCCCC1(C)C2,35.89800000000001
CCC(=O)N(CC)C1CCC1,-60.904
C#Cc1c(C)[nH]c(CC)c1C,36.525
CC1C2CCN3CC(O)(C2)C13,27.158
O=C1CCC1N1CC(CO)C1,-30.376
CC(C)NC(=N)c1cnn[nH]1,44.151
COCC1(C)C(C)CC1C#N,0.4199999999999981
NC12CC=CC(O)CN(C1)C2,23.27200000000001
CNCC#CC1CCOCC1,20.441000000000003
CN=c1ncnnc(C#N)n1,113.49300000000004
COC1C2OCCC(C)C12,-44.736
COC(CCO)OCC=O,-172.148
CC(=O)C1C(C)CC1C(=N)N,-18.647
NCC1(O)CC(O)C1N,-55.50399999999999
COc1nncc(C)c(=N)n1,35.268
CCC1=CN(C(N)=O)C(=O)C1,-79.333
OC12CN(CC1C1CNC1)C2,44.716
CC12CCN3CCC1(O)C32,33.286
CC=C(C#N)C=CC(=O)O,-72.51
C#CC(C(N)=O)=C(N)C(C)O,-36.994
C#CC1C2NC(CN)COC12,80.041
CCC1=CC2(C)NC(C)C2C1,32.221000000000004
CCC1CC2CC(C2)NC1=N,30.219
NCC(N)C1CNCC2NC21,60.633
CN1C2C(O)C=CC(=O)C21C,-8.617999999999999
CCOC12CN(CC3NC31)C2,44.339
O=CCCN1C2CCOCC21,-20.227
C#CC=C1CCCCN(C)C1,74.292
C#CCC(C)=C(C)C=CCN,38.005
CC1(C2CC2)NC(=N)OC1=O,-45.946
OC12COCC3C(C1)NC32,-0.6050000000000004
CC1CNC1CCN1CC1C,33.767
CC1CC2NCC=C2C12CN2,84.00399999999999
NCCC1(C2CO2)CCC1O,-43.68499999999999
CC1(O)C2(O)CCOCC12O,-107.92999999999998
C#CC#CC(CO)NC1CC1,31.973000000000003
C#CCOC(=N)N(C)CC#N,58.397000000000006
CC12NC(C3C(O)C31)C2C#N,76.352
CC1C2OC3(C)OC1C2C3C,-41.44200000000001
OC12COC3CCN(C1)C3C2,-2.896999999999993
OC1C=CC2CN3C(CO2)C13,16.59800000000001
CC12CCCC3CN1C2C3O,24.22000000000001
CN(C)C(C)(C)C1(C=O)CC1,-14.507999999999996
CCOC1C(C#N)CC2CC21,19.83
C#CC12CC1CC(CC)C2C,78.38
CC1c2nnc(F)cc2C1O,-28.133999999999997
COC1C(=N)N2CC2C1=NO,47.875
C1=CC2C3CCC4NC(C13)C42,103.008
N=CN(C=O)C1C2CNCC21,34.477000000000004
CC12CNC3CC31CC(=O)C2,33.472000000000016
N#CC1CNCc2cnoc21,74.534
NCC12CC(O)C(N1)C1NC12,52.33500000000001
C#CC1OC2(CO)CC2C1N,37.08700000000001
COC1CCC1c1ccno1,-1.932999999999998
CC1=C(C(C)C)CC(O)C1=O,-79.641
CC1C(OC=O)CC2NC21,-30.941000000000003
CC1=CC(N)CNC(=N)C=C1,29.353
CC(C)N1C=NCC12CC2,40.82000000000001
OCC1NC2CCC3C2C13O,-4.9780000000000015
CC1(C#N)C(=N)NCCC1=O,32.93500000000001
O=C1CC2CC2C2(CC2)C1,15.046000000000005
CC1OCC12OCC=CC2N,-22.07
C#CC1(CC)CC(C=CC)O1,28.109000000000005
O=C(O)C1CCc2onnc21,-42.995
CC=C(CC(C)N)C1(N)CC1,9.265
CC(N)CN(C=N)C(C)CO,-38.064
N=C1NC2CC2C1OC=O,-9.832
CC1NC1C1C=CC(CN)C1,47.07599999999999
CC(=O)CN(CC=O)C(C)=O,-118.645
CC1CC2CC(=N)NC12C=O,26.128
CC1OC2(C)C=CC1C1CC12,25.949
CCCC12NCC(=O)C1C2C,-5.955999999999996
C#Cc1cc2n(c1)C(C)C2C,80.64899999999999
CC12C=CC3CC1C3(N)CO2,43.105
CC=C1CC(=O)NC1C,-35.389
CCN1C2C=CCC1(CO)C2,8.137000000000004
O=CCc1cc(=O)cc(F)[nH]1,-88.50500000000002
CCCC1=CCOC(=O)C1O,-114.387
CC1C2C=CCNC(=O)C12,-0.5619999999999994
CC(=CC(=N)N)N(C)CCO,-32.957
CNCC12CCCC=CC1O2,2.628000000000002
CNC1CCCC(C)=CC1N,11.445
CN1CC(CC=O)C1CC#N,26.108000000000008
NC1CCC1n1nnc(O)n1,41.16899999999998
NCC(O)c1nc(O)[nH]c1O,-95.93500000000004
OCC12CNC(C3CO3)C1C2,-2.3479999999999936
CCC1(C)OC(=N)N2C(C)C21,-1.7120000000000033
C#CC=C(CO)C1(N)CCC1,39.976000000000006
NC1C2NC1C1NC(=O)CC21,42.47
CC(=CC(C)C)CCN(C)C,-25.924000000000003
CCCN1C=CC(=O)OCC1,-74.456
CC(N)C(N)c1ncc(O)o1,-51.44800000000001
C#CCC1C2(C)C=CC1(N)C2,113.001
CC1CC(C)C2(CC(=O)C2)C1,-21.809
COC(C)C1C2CC1C(=O)O2,-85.30600000000001
C#CCN(CC)c1ncno1,73.99099999999999
OC12C#CC=CCOC(C1)C2,22.88700000000001
CC=CC1CC(C)(CC#N)C1,30.988000000000007
CC1C(C)C2NC23COCC13,27.295999999999992
C1=NCC2C(N1)C21CCNC1,87.148
Cc1onc2c1NC2C=O,10.604999999999997
CC1C2CC(N)C3NC3C12N,82.884
O=C1CNC1c1nc(F)c[nH]1,-29.892999999999997
CC(C)C(O)c1nncnn1,24.427000000000007
CC=CC(C=O)C(O)C(=N)N,-54.607
CC(=O)C12COC3C(C1)NC32,5.057000000000006
CC1OCC1N,-32.544
CC12CC(CC3CO3)NC1C2,21.018
CCC1CC1(C)C(C)CCO,-62.99
CC12CCC1C=C(C1CO1)C2,24.77800000000001
CCC1NC1CCCCN,-9.967
CC(C)OCC1(C#N)CC1,-10.38699999999999
CCC1NCCN(C)CC1C,1.8169999999999968
N#CC=Cc1[nH]c(=N)[nH]c1N,69.298
NCCOCc1c[nH]c(O)n1,-54.81700000000001
CC12CC(=O)C(C#N)C1O2,4.918000000000001
CC1COC2CC2OCCO1,-87.564
C#CC(C)CC(=O)C=CNC,12.204999999999998
NCC1C2C3CCC(C3)CN12,66.74300000000001
CC1CC2OC3CC3(O)C12N,-6.3859999999999975
CNC1(C=O)C2CCCCC21,4.725000000000001
CCOC(CO)OC1COC1,-166.387
CCCOCC1(N)CC1(C)O,-76.279
CCC(CC(N)=O)NC(=N)N,-60.14500000000001
CC1C2C3CC4C1C4N(C)C32,97.983
CCCC1(C)CN2CCCC21,16.689000000000007
C#CC(CC=CC)C(C)NC,41.562
CCCNc1nc(C)oc1N,-28.758
CC1CC(C#N)C(=N)N1C=N,80.09100000000001
CC(=O)C1NC2COCCC21,-33.163
O=CC1C=CN2C(=O)CC2C1,-17.717999999999996
CCCCC1(C)CC1C#N,14.97900000000001
CC1C2C=CCC3C(CC13)N2,66.663
CC(=N)N(C)C1(C)CC(=O)C1,-11.817999999999996
CC1C2C3CC4(N)C1C4C32,93.903
CC1CC2C3C1CC3C1CN12,91.019
CC1=C(CC=O)C=CC1,-23.793
O=c1c(O)cncc(O)c1F,-118.155
CN=C1NC(=O)C(C)(CN)N1,-21.200000000000003
CCC12CNC(=N)C1C(C)O2,7.512
CC#CCC(O)C(C)CCO,-62.01999999999999
CN=C1NC2CC(N1)C2CO,7.635999999999996
CCC1=CC(=O)C(=NC)N1C,-8.077999999999996
CC1=CC(C)(O)C(C)C1C,-38.53399999999999
CC1C2Nc3nn(C)cc3C12,71.345
NC1C2CCC3C(CC13N)N2,78.195
CC1C(=O)C(OC=O)C2CC12,-67.988
N=CN1C2C3CNCC(N3)C21,111.024
O=CCC1(CCO)CCC1,-74.72399999999999
CC1C(=O)OC2COCOC21,-130.315
CN=C1CC(C)NC(=NO)N1,39.737
CC1(O)CC2(CN2)CN2CC21,43.94
O=c1nc(O)nc2n1CCN2,-33.73300000000001
CNCC=C(C)NC(=O)CN,-51.85600000000001
CC=CC=C1CN2CC1C2,51.215
Cc1c(OC(=N)N)noc1N,-21.450000000000006
CC1C(=N)NC(=N)N2CC12,68.193
CCOC1CC2C(N)C2CO1,-59.863
CC(C#N)N=CN1CC(O)C1,25.36500000000001
CC1(C2CC2)CC1CN,21.308000000000007
N#CCC1C=CC2C(C#N)N12,136.674
NC(=O)N1C2CNCC1C2O,-28.846
CC1OCC(N)(CN)C1O,-57.658
N#CCn1nc2c(c1F)OC2,-3.7569999999999872
C#CC1=C(C)CC(CC)CC1,40.399000000000015
N#CC12COC(CO1)C2C=O,-13.497999999999994
CC1(N)C2CC1C1(CCN1)C2,64.45200000000001
CC(O)C1CCC1CN,-45.195
CC(N)CNC1CC1C(C)N,8.849999999999996
C#CC1CC=CC1(N)CN,92.995
CNc1cc(F)nc(=O)o1,-105.816
COCCN(CCO)C(=N)N,-74.158
CC1Oc2cccn2C1C,3.5499999999999936
CNc1cc(N)c(CCN)[nH]1,18.908
CC#CC1=CCC(C#CC)C1,102.056
O=CC1C2COC(=O)C1CO2,-101.381
CC1(CN)CC2N=CNC2C1,50.003
CCC(=O)C#Cc1cnoc1,16.276
CN=C1C=C(CC#N)C(=O)N1,9.632000000000003
C#CC(=O)NCC1COC1C,-9.141000000000004
CC1=CC(=O)C2CC1(C=O)N2,0.0010000000000047
CCC1=C(CN)CNC(=N)C1,30.838
C#CC1(C#N)C=CC(C)CN1,126.38
C#CC12NC(C)CNC1C2C,110.12
CC1=C(C)C(N)(CN)C(O)C1,-14.716
CC1C(O)C2NC1C1CC12N,39.017
N#CCc1cc2nonc2o1,65.032
C1CN(CCOCC2CN2)C1,4.886000000000003
O=C1OC2C(O)CC2C2CN12,-53.26599999999999
CC1NC(C)(CC#N)C1C=O,20.647
CC1C=CC2(C1C)C(C)C2N,39.37599999999999
NC(=O)Cc1ccnc(O)n1,-58.30000000000001
CNCc1cc(O)nc(O)c1,-54.61000000000001
N#CCC1C(CO)CN2CC12,42.247
C1=CC23OC2CC2CC=C1C23,59.133
CC=CC(C)(CC)CC(N)=O,-76.202
CC1=NC2(C)CC3C(C2)C3N1,66.089
CC=CCN(C)C1(C)CNC1,21.800000000000004
CC1(C2CCC2)C=CCN1,31.72300000000001
C#CC=C(CNC)C1OC1C,45.342
NC(=O)C1=CCCCC(=O)N1,-85.19299999999998
CN1C2CC3CC1(C)CNC32,73.731
CC1C(N)CNC(=O)CC1N,-29.349
CNC1C2NC(C2O)C1(C)C,10.47
CC1CC(O)Cc2conc21,-18.451
CC1NCC1C1C2COC1C2,22.209
CC(CN)(N=CN)C(=O)O,-81.74799999999999
CN1CC1C1(C)NCC1C#N,91.479
C1=CC(C=C2CC=CC2)CC1,45.90800000000001
CC(C#N)CC1(CC=O)CC1,2.225000000000005
CCC12COC(C(N)=O)C1O2,-80.53099999999999
CC(=O)C=C1C2OC2CN1C,-20.286999999999995
C1=CC2NC(CC1)CC1NC21,77.86099999999999
CCC1C(C)OC1C1(C)CN1,-14.415
C#CC1OCC2C1C(C)N2C,74.777
COCCn1[nH]c(=O)[nH]c1=O,-124.286
CC1(N)CCNC(=O)C1CO,-70.69800000000001
CC1(N)COC2(C)CC12CN,7.92800000000001
CNC12C(C)CCC1(C)C2O,-6.641999999999989
CC1CCC1CNC1CC1N,25.868
CC1C2CC3C4CC(NC14)C23,86.48899999999999
O=C1C2C3CC(C3)C1C1OC12,20.843000000000004
CC1C=CC(=N)N2CC2CN1,69.949
NC1C2CC3C1C3(N)C1OC21,74.233
CC1N2CC2CNC12CC2N,86.094
CCC(C)c1ccccc1O,-45.787
CCCC1(C)C2C=CCN21,38.822
CNCC(OC)C(=N)N,-28.712
Cc1[nH]c(F)cc(=N)c1C#N,23.565999999999995
C#CC=C(CN)C1C=CCO1,59.96000000000001
OCC1NCC2(CC2)C2NC12,38.905
CC1(N)C=CC2OC1CC2N,18.062
CNC(C)CN1CC1C1CN1,54.049
CC1=CCC(=O)NC(=O)C1O,-108.52599999999998
CC1OC1C(N)C(=N)NC=N,11.237000000000002
CCCNc1ccc(OC)o1,-63.156000000000006
CNC12CC3C(C1O)C3(O)C2,-0.8619999999999965
CC1=CC2CCCC2=CC=C1,22.887
C1C2CN3CC(O2)C2OC1C23,30.232000000000003
N#CC1C2CC(C2)C1C(=N)N,85.632
CC1C2C=CC3(COCC13)O2,-0.3629999999999995
O=C1NC=NCCNC1=NO,16.169999999999987
C#CC1C(C(=N)N)C1(C)OC,63.34299999999999
O=CC1(CC(CO)CO)CC1,-100.72
CCC1=CC=CC1C(N)CC,4.341000000000001
CCCC1(N)C(O)C1(C)N,-30.948
CC(C#N)c1conc1C#N,74.409
CC1=CC2(C#N)C=CC1O2,61.73400000000001
CNC1(C(=O)O)C=CC=C1C,-52.097
N=c1c(F)conc1N,-7.8280000000000065
CC(C)=C1CN=C(N)C(=O)C1,-7.069000000000001
CC1OCC2C3OC(=O)C2C13,-56.535
N#Cc1oc(O)c2c1C(=O)C2,-34.184
NCC1CC2(CC=CC2)C1,32.628000000000014
CC1OC2CC2C(N)CC1O,-45.788
CC12C=CC=C1CCC(N)C2,41.615
CC1NC12C1OCC1C1OC12,30.789
CC1N2C(=O)OCC12C1CN1,-5.6320000000000014
NC1CCC(O)C12CC2O,-39.77999999999999
CC(C#N)C1CC1(O)C(N)=O,-34.96799999999999
CCC(O)CCC(=O)CO,-149.63299999999998
OCC12OC1(CO)C1CC2O1,-75.74699999999999
CC=CC(N)C1N=CN2CC12,72.69200000000001
CCOC1OCC(N)C1(C)C,-90.59
CC1NC12C(CO)CN1CC12,45.97
C1OC2CNC3C4C1NC2C34,74.441
CC12CC1CCC1CCOC12,5.131000000000006
CC1CNC(=N)C=CCCN1,26.505
CC1C=CC2NC2(CN)CC1,45.851
CC1(C2CCC2O)CC1,-24.678999999999995
CCNCC=C1COC(=O)C1,-69.72
CNCC1(C)CC1CC(C)N,-0.4639999999999973
CNC1CC(C)N2CC1(O)C2,11.095000000000002
O=C1CN=CNC2CCNC12,27.104000000000003
C#CC12CC(CC1C=O)C2O,41.596
Cn1ccc(CC#CC=O)n1,53.45700000000001
O=c1[nH]c2c(o1)OCC1OC21,-83.39299999999999
CCCC(O)C1C(O)C1(C)O,-121.838
CCC(C)(OCCN)C(C)O,-113.022
CC1(CO)CCC1(N)C(=O)O,-110.434
CN1CC1C1(C#N)COCO1,11.489000000000006
CCC1(C2CN2)CNC(=N)C1,51.275
CNC1CC2NCC(=O)NC12,9.2
Nc1cn2c(n1)OCC2C=O,-5.0269999999999975
OC12CC3OC1C1OC1C32O,-42.198999999999984
CC(C)c1ncc(N)cc1F,-39.488
CCNc1noc(C)c1C#N,34.2
N#CC12CN3CC1NC1C3C12,161.92800000000005
CCCCC1OC(CO)C1O,-126.94599999999996
CNC1C=CC2(C(=O)O)OC12,-55.66
CC=Cc1c[nH]nc1CCO,-31.593
CNC(C)(C)CC(C)CC#N,-3.748000000000001
O=CC1=CC2(O)CC(C1)C2O,-62.96499999999999
CC12NC1C(=O)C=C2N,23.708
CC1=CC2CC3OCC2(C1)O3,-22.658999999999992
N=CNc1nnoc1NC=O,9.943000000000003
Cc1cnc2n1C(C1CC1)C2,68.429
COC(=O)CC(C)C#CCN,-44.65599999999999
CC(CN)Cc1nonc1F,-21.655000000000005
C1CC23CC4OC4C2C3CN1,57.86
CCCNCCNCCC=O,-56.146
CCC(=O)CCc1cnn[nH]1,-8.494000000000003
COC1CC2=CCCOC2O1,-98.07
CC1(C(=O)O)CCNC12CC2,-49.92299999999999
CC(N)C=C1CNCCC1C,11.29
CC1=CC2NC3CC2COC13,39.736
C#CCC#CC(CN)C1CN1,138.655
C#CC=CC(C)=NO,50.387
CNCC1=CNC(=N)N2CC12,74.553
CC1(CO)NC1C(O)CN,-56.529
C#Cc1cnc(C)c(C#C)c1,111.864
O=C1CC=C(CCCCO)C1,-74.3
CC=CC(C)C1(C)NC1CC,-2.5630000000000024
CC1C(CN)C(C)N2C(C)C12,37.656000000000006
CC1Cc2cnoc(=O)c2C1,-17.039
CC(=O)C1OC(=O)CC1(C)O,-149.456
CC(C)(CC(N)=O)C(O)CN,-105.192
CN1C(=N)C2(CO2)C2C(O)C21,27.745
CC1CC2C(C)CNC2CO1,-14.136
CC=C1CC=CC=CC(N)C1,20.86
c1[nH]cc2c1C1CC2C2OC12,57.308
OC1C2CC2CCC1N1CC1,22.87600000000001
C#CC(NC)C(=O)COCC,-21.918999999999997
C#Cc1occc1OCCN,-1.887999999999991
Cc1c(N)cc(N)cnc1=N,50.578
CCC1C2CCN1CC21CO1,26.332000000000008
Nc1cccc(N2CC2)c1O,16.79399999999999
CC(=O)C#CCN=CN,17.718000000000007
N=C1NC(=O)C2(O)CCC2O1,-76.23899999999999
CC1CC=CC2CC2(C#N)N1,81.066
C#CC1CC2OC(C)C2O1,19.74300000000001
CC12C=CC3(CCNC3C1)C2,70.641
NC(CO)C12CNCCC1N2,17.164000000000005
CCC12CNC(=N)C1OCO2,-29.922999999999995
CC1NC(C)C2(C#N)OC12C,40.538
CC1(O)C2C=CC1OCO2,-71.86099999999999
CCC(=O)C1OC(C)C1C=O,-95.747
CC1=CC2CC2C1COC=O,-28.637
C#CC(C)(OCC)C(O)CO,-75.72699999999999
CC1=C(CO)C(CO)OC1=O,-150.849
CC(=O)C1C(C)c2cccn21,9.717999999999993
COCC1C(=O)N2C=CCC12,-24.212000000000007
CNC1C2C(C)C=CC12C=O,32.776
C#CC1(C2C=CNC2=N)CN1,143.056
c1cc(C2CN2)ccn1,52.56
C#CC=CCNCC#CC,105.375
CCCC1C2C=C(CO)C1N2,3.271000000000007
CC(C)(N)C1C(N)C1C1CO1,5.286000000000001
NC12C3OC4CNC1C2C4O3,26.812
CCC(=CCC(N)CN)CC,-28.424
